#name,distance,star_mag,planet_type,discovery_yr,mass_ME,radius_RE,orbital_radius_AU,orbital_period_yr,eccentricity,detection_method
K2-255 b,625.0,13.662,Neptune-like,2018,8.75,2.9008,0.0274,0.005475702,,Transit
K2-256 b,1842.0,14.954,Neptune-like,2018,7.41,2.632,0.0578,0.015058179,,Transit
K2-257 b,209.0,13.716,Terrestrial,2018,0.5,0.83,0.0216,0.004380561,,Transit
K2-258 b,2159.0,13.361,Neptune-like,2018,9.27,3.0016,0.149,0.05229295,,Transit
K2-259 b,1358.0,12.511,Neptune-like,2018,5.99,2.3184,0.1271,0.042436685,,Transit
K2-25 b,147.0,16.21,Neptune-like,2015,24.5,3.4272,0.0287,0.009582478,0.43,Transit
K2-260 b,2165.0,12.624,Gas Giant,2018,451.56,17.3824,0.0404,0.007118412,,Transit
K2-261 b,696.0,10.612,Gas Giant,2018,59.78,9.52,0.1034,0.03175907,0.29,Transit
K2-263 b,530.0,11.568,Super Earth,2018,14.8,2.408,0.2573,0.13908282,0.14,Transit
K2-264 b,605.0,16.701,Neptune-like,2018,5.61,2.231,0.05023,0.015879534,0.5,Transit
K2-264 c,605.0,16.701,Neptune-like,2018,7.6,2.6656,0.11283,0.053935662,0.45,Transit
K2-265 b,452.0,11.187,Super Earth,2018,6.54,1.71,0.03376,0.006570842,0.08,Transit
